layer,sep_score
1,0.5983333333333334
2,0.5983333333333334
3,0.5983333333333334
4,0.5983333333333334
5,0.5983333333333334
6,0.5983333333333334
7,0.6033333333333333
8,0.615
9,0.6016666666666667
10,0.6
11,0.6683333333333332
12,0.6966666666666667
13,0.7449999999999999
14,0.7533333333333333
15,0.7549999999999999
16,0.7483333333333333
17,0.7216666666666667
18,0.7183333333333334
19,0.7066666666666668
20,0.7233333333333334
21,0.715
22,0.7250000000000001
23,0.7116666666666667
24,0.72
25,0.72
26,0.7133333333333334
27,0.7166666666666667
28,0.715
29,0.7133333333333334
30,0.7133333333333334
31,0.72
